idx,good_score,bad_score
1,-3.6507225036621094,-3.7801036834716797
2,-4.585620880126953,-4.662627220153809
3,-3.6518850326538086,-3.951854944229126
4,-5.901589393615723,-6.235678672790527
5,-5.82216215133667,-6.217548847198486
6,-5.66473913192749,-6.003366470336914
7,-3.6089894771575928,-3.9116263389587402
8,-7.51007604598999,-7.615050792694092
9,-7.506194591522217,-7.605535984039307
10,-7.375512599945068,-7.679117679595947
11,-5.247140407562256,-5.737271785736084
12,-7.072873592376709,-7.4396491050720215
13,-3.145195960998535,-3.3478686809539795
14,-6.615482807159424,-6.933780670166016
15,-5.214134216308594,-5.4385552406311035
16,-7.868635654449463,-7.656656742095947
17,-4.687537670135498,-4.823663711547852
18,-8.518245697021484,-8.681049346923828
19,-7.0697526931762695,-7.21389627456665
20,-4.846177101135254,-5.338155269622803
21,-7.791848659515381,-8.16306209564209
22,-6.532144546508789,-6.958154678344727
23,-4.9339704513549805,-5.089056015014648
24,-6.613874435424805,-6.562141418457031
25,-7.872635841369629,-7.786582946777344
26,-5.273125171661377,-5.147772312164307
27,-5.807466506958008,-5.881446361541748
28,-5.0338826179504395,-5.149924278259277
29,-8.375791549682617,-8.238387107849121
30,-7.617435455322266,-7.681744575500488
31,-7.714353084564209,-7.546538352966309
32,-5.264071464538574,-5.589461326599121
33,-4.38224458694458,-4.619977951049805
34,-7.876509666442871,-7.870118141174316
35,-5.700738906860352,-6.014706611633301
36,-3.5585196018218994,-3.582904815673828
37,-4.228696823120117,-4.4471659660339355
38,-4.744612693786621,-4.708009719848633
39,-4.033395290374756,-4.190881252288818
40,-5.1785736083984375,-5.234139442443848
41,-7.192592620849609,-7.51571798324585
42,-3.419222831726074,-3.233647346496582
43,-6.042026519775391,-6.030372619628906
44,-6.509366035461426,-6.739401817321777
45,-6.393141746520996,-7.077747821807861
46,-6.92152738571167,-7.153863430023193
47,-4.976090908050537,-5.054867744445801
48,-5.439211845397949,-5.572332382202148
49,-6.795682907104492,-6.936850547790527
50,-8.356478691101074,-8.255904197692871
51,-7.313718318939209,-7.423842430114746
52,-7.0361127853393555,-7.698818683624268
53,-5.09165620803833,-5.113899230957031
54,-3.399984359741211,-3.412940502166748
55,-5.83062744140625,-6.304985046386719
56,-4.421533584594727,-4.591630935668945
57,-5.820133686065674,-5.988368511199951
58,-4.749138832092285,-4.819632053375244
59,-4.871805191040039,-5.147309303283691
60,-6.718167781829834,-6.992714881896973
61,-5.227808475494385,-5.615116119384766
62,-5.5632781982421875,-5.968870162963867
63,-6.880594253540039,-7.634829998016357
64,-7.197433948516846,-7.663280487060547
65,-4.160694122314453,-4.351448059082031
66,-6.603567123413086,-6.483396530151367
67,-5.026568412780762,-5.349241256713867
68,-5.128610134124756,-5.648429870605469
69,-4.696647644042969,-4.850661754608154
70,-5.981549263000488,-6.308413982391357
71,-5.136484622955322,-4.970285892486572
72,-5.206462383270264,-5.486842632293701
73,-5.722246170043945,-6.040208339691162
74,-5.234601020812988,-5.474061012268066
75,-5.906464576721191,-6.039856910705566
76,-7.749817371368408,-7.877179145812988
77,-5.888540267944336,-6.146379470825195
78,-8.211698532104492,-8.261253356933594
79,-4.902831077575684,-5.380465030670166
80,-5.944755554199219,-6.428572654724121
81,-4.931432723999023,-5.130274772644043
82,-7.507073879241943,-7.768194675445557
83,-4.888406276702881,-4.882565975189209
84,-4.430437088012695,-4.719171047210693
85,-4.414126396179199,-4.51756477355957
86,-5.694772243499756,-5.979793071746826
87,-7.373194694519043,-7.6718854904174805
88,-7.592053413391113,-7.500631809234619
89,-5.908614158630371,-6.233752250671387
90,-5.894860744476318,-5.933220863342285
91,-4.764329433441162,-5.095906734466553
92,-5.508501052856445,-5.60807466506958
93,-6.682399749755859,-6.937628746032715
94,-6.316641807556152,-6.25369930267334
95,-5.28301477432251,-5.480934143066406
96,-6.761200904846191,-6.665855407714844
97,-5.128377437591553,-5.085442066192627
98,-5.667247772216797,-6.2033538818359375
99,-4.1820526123046875,-4.37959098815918
100,-4.404644966125488,-4.600098133087158
101,-6.285636901855469,-6.594869136810303
102,-5.296357154846191,-5.497140884399414
103,-4.852443218231201,-5.2582526206970215
104,-6.421633720397949,-6.785941123962402
105,-5.116273880004883,-5.156585216522217
106,-5.237656593322754,-5.36761474609375
107,-8.840832710266113,-9.19248104095459
108,-5.04782772064209,-5.376515865325928
109,-8.536226272583008,-8.986607551574707
110,-4.6130218505859375,-4.934610843658447
111,-6.119792938232422,-6.268535614013672
112,-6.938477993011475,-7.105077266693115
113,-6.251120090484619,-6.558080673217773
114,-7.619187355041504,-7.887875556945801
115,-7.952353477478027,-8.143401145935059
116,-4.822412014007568,-5.245050430297852
